Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.medication.json	14235	-	0	0	0	0	0	0	18	46	0	0	0	0	0	0	0	1	0	0	125	102	0	0	1	5	0	1
fsh-generated/resources/CodeSystem-medication-line-origin-type.json	643	3	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	16	2100	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-medication-type.json	763	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	65	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-communitypharmacy-1med.json	3081	3	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-hospital.json	3050	5	1	0	0	0	0	0	1	2970	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-minimal-dispense.json	937	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-1.json	2650	3	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-2.json	3380	2	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cnk-codes.json	559	3	0	0	0	0	13	0	0	4	256	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cti-extended-code.json	1075	3	0	0	0	0	2	0	0	4	9	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-prescription-ids.json	570	1	0	0	0	0	2	0	0	4	9	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-product-package-type.json	585	2	0	0	0	0	2	0	0	4	7	0	0	0	0	0	0	0	0	0	12	4	0	0	0	1	0	0
fsh-generated/resources/Organization-apotheek-onder-de-toren.json	559	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AD.json	710	2	0	0	0	0	0	10	1	26	0	0	0	0	0	0	0	0	0	0	33	446	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ANY.json	904	2	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	1	0	0	34	157	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-BELMMedProduct.json	3742	2	1	0	0	0	0	18	0	10	0	0	0	0	0	0	0	0	0	0	80	196	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-BEMedicationLine.json	15919	4	0	0	0	0	0	128	0	73	0	0	1	0	0	0	0	3	0	0	546	1195	0	0	0	17	0	2
fsh-generated/resources/StructureDefinition-BL.json	709	1	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	42	84	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-CD.json	677	2	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	34	85	0	0	0	1	0	0
