Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.medication.json	14269	-	0	0	0	0	0	0	15	56	0	0	0	0	0	0	0	1	0	0	132	114	0	0	1	6	0	1
fsh-generated/resources/CodeSystem-medication-line-origin-type.json	643	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	2125	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-medication-type.json	763	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	64	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-communitypharmacy-1med.json	3050	5	1	0	0	0	0	0	1	541	0	0	0	0	0	0	0	0	0	0	19	23	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-hospital.json	3050	4	0	0	0	0	0	0	0	2775	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-minimal-dispense.json	937	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-1.json	2650	4	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	24	7	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-2.json	3380	4	0	0	0	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cnk-codes.json	559	4	0	0	0	0	16	0	0	5	230	0	0	0	0	0	0	0	0	0	18	10	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-be-ns-cti-extended-code.json	1075	3	0	0	0	0	4	0	0	5	9	0	0	0	0	0	0	0	0	0	21	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-prescription-ids.json	570	3	0	0	0	0	4	0	0	6	10	0	0	0	0	0	0	0	0	0	17	5	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-product-package-type.json	585	3	1	0	0	0	4	0	0	6	9	0	0	0	0	0	0	0	0	0	16	6	0	0	0	1	0	0
fsh-generated/resources/Organization-apotheek-onder-de-toren.json	559	3	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-AD.json	710	4	0	0	0	0	0	13	0	36	0	0	0	0	0	0	0	1	0	0	37	422	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-ANY.json	904	4	0	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	35	136	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-BELMMedProduct.json	3597	4	0	0	0	0	0	27	0	12	0	0	0	0	0	0	0	0	0	0	83	297	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-BEMedicationLine.json	9468	6	0	0	0	0	0	138	0	79	0	0	1	0	0	0	0	1	0	0	420	924	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-BL.json	709	3	1	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	45	91	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-CD.json	677	4	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	1	0	0	46	82	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-Class.json	652	3	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	46	91	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DT.json	574	3	0	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	35	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-DispenseRequestNeededCategory.json	1291	4	0	0	0	0	0	24	0	8	0	0	0	0	0	0	0	0	0	0	50	87	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-DosageOverride.json	1204	4	0	0	0	0	0	18	0	8	0	0	0	0	0	0	0	0	0	0	61	85	0	0	0	1	0	2
fsh-generated/resources/StructureDefinition-DosageOverrideReason.json	1270	3	0	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	51	87	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-EN.json	715	3	1	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	36	68	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ExposureCategory.json	1404	4	0	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	51	85	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-II.json	801	3	0	0	0	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	41	70	0	0	0	1	0	0
