Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.medication.json	13623	-	0	0	0	0	0	0	6	262	0	0	0	0	0	0	0	1	0	0	90	117	0	0	0	5	0	1
fsh-generated/resources/CodeSystem-be-cs-medication-request-reimbursement-type.json	3589	4	0	0	1	0	0	0	1	28	0	0	1	0	0	0	0	0	0	0	25	2628	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-medication-line-origin-type.json	643	2	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	13	62	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-medication-type.json	766	3	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	15	56	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-communitypharmacy-1med.json	3100	4	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	16	20	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-hospital.json	3059	5	0	0	0	0	0	0	1	3104	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-minimal-dispense.json	946	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-1.json	2659	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	21	9	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-2.json	3394	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	1
fsh-generated/resources/NamingSystem-be-ns-cnk-codes.json	559	4	13	0	0	0	0	0	1	9	331	0	0	0	0	0	0	0	0	0	19	9	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-be-ns-cti-extended-code.json	1075	2	5	0	0	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-prescription-ids.json	570	2	5	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-product-package-type.json	585	3	4	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	13	8	0	0	0	1	0	0
fsh-generated/resources/Organization-apotheek-onder-de-toren.json	564	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-BasedOnMedicationLine.json	1392	3	0	69	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	33	127	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-BeMedicationDispense.json	7407	4	0	81	0	0	0	0	0	64	0	0	0	0	0	0	0	2	0	0	382	704	0	0	0	24	0	2
fsh-generated/resources/StructureDefinition-BeMedicationLine.json	8786	3	0	49	0	0	0	0	0	37	0	0	1	0	0	0	0	1	0	0	201	343	0	0	0	13	1	1
fsh-generated/resources/StructureDefinition-BeMedicationPrescription.json	10808	4	0	149	0	0	0	0	1	40	0	0	0	0	0	0	0	1	0	0	307	445	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-BeModelDosagingInformation.json	3607	3	0	25	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	53	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-BeModelMedication.json	13093	4	0	40	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	199	171	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-BeModelMedicationDispense.json	9363	3	0	32	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	158	114	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-BeModelMedicationLine.json	13835	4	0	57	0	0	0	0	0	127	0	0	0	0	0	0	0	1	0	0	155	177	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-BeModelMedicationPrescription.json	16600	4	0	33	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	144	201	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-DispenseRequestNeededCategory.json	1291	3	0	20	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	32	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ExposureCategory.json	1404	2	0	20	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	33	73	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-InstructionsForReimbursement.json	1475	3	0	20	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	69	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-be-dosage.json	775	2	0	31	1	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	59	140	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-be-ext-OffLabel.json	3798	3	0	22	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	72	107	0	0	0	2	0	0
fsh-generated/resources/ValueSet-MedicationRequestReimbursementTypeVS.json	655	3	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	14	107	0	1	0	1	0	0
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1085	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	16	83	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-exposure-category-vs.json	1060	3	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	13	198	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-line-origin-type-vs.json	607	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	61	0	0	0	0	0	0
fsh-generated/resources/ValueSet-medication-type-vs.json	510	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	62	0	0	0	1	0	0
